Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,sentiment
3735,lamictal,10,Highly Effective,No Side Effects,bipolar ii,i quit taking lithium because it didnt seem to be helping anymore and i didnt like the way it made me feel  after going off lithium my dr took me off ativan which set in major anxiety  i started drinking to ease the anxiety but the alcohol sent me into major manicdepressive moods  while drinking i was extremely manic and while sober i went into major depressive states  i could barely leave my house while in a depressive anxious state  i missed a lot of work and started working from home  getting out of bed seemed impossible finally got on lamictal which took about six weeks to fully kick in  since then my anxiety has gone downlower than ever before  i am on a low dose of klonopin that is taken on an as needed basis  my life is has improved greatly since i have been on lamictal works much better than the lithium ever did  i am so greatful for this drug it has given me my life back,None,"Started out on 25mg/day and slowly worked my way up to 200/mg 2x's a day.  Saw a therapist once a week for about 8 weeks, then switched down to once every other week for a month.  Now my family Dr. is handling my prescription.  I am lucky about that because I was told that some Dr's do not feel comfortable handling bipolar drugs.",1
192,adderall,9,Highly Effective,Mild Side Effects,"add, depression",ability to focus motivation energy stamina all increased feeling of wellbeing after being in the black hole of depression my sleep is improved have no trouble going to sleep quells disturbingbusy dreams that used to leave me exhausted in the morning i dont lie awake at night trying to slow down or calm my mind,"Dry mouth leading to some dental cavities. Desire to smoke is increased. Jaw/hand/foot clenching. Loss of appetite, great for keeping thin, sometimes have to force myself to eat/drink.",Took 20mg 3x a day. Immediate release worked better than the extended version because I had more control of the med to taper it to my needs/schedule during the day.,1
903,paxil,1,Ineffective,Extremely Severe Side Effects,ocd,there were none at all,"There were many side effects such as mild hallucinations, major heart palpitations, and increased anxiety.","I took Paxil for 2 weeks and after experiencing the horrible side effects I decided to tell my doctor that I wanted to stop taking it. My first 2 - 3 days were fine, until the dose was increased. Overall, this drug had to many negative side effects to be effective.",0
1397,ortho-evra,8,Highly Effective,Moderate Side Effects,birth control,birth control prevents pregnancy,"cannot prevent STD's or STI's; can irritate skin, area near patch turns red and gets very itchy, I sometimes uncontrollably scratch myself until the area bleeds after I take off a patch","stick the patch on designated areas for one week, three weeks as one cycle and you skip the fourth week for your monthly menstrual cycle.",1
3986,fosamax,4,Marginally Effective,Moderate Side Effects,osteoporosis,marginal increase in bone density,"joint pain in neck, back, hips, and jaw in addition to constant heartburn despite following dosage instructions accurately.","Because side affects were so severe (I am 41 and felt like 80) I researched alternate remedies and began a program of weight-bearing exercise, calcium and magnesium supplements and natural hormone creams.",0
538,trazodone,5,Considerably Effective,Mild Side Effects,insomnia/ a bit of depression,they sometimes help me sleep throughout the night some nights when i feel really depressed i feel like taking more but never do those were the nights that were really hard for me to fall asleep even after taking the trazodone,"I've only been on trazodone for about a month now, but already I experience a bad taste in my mouth. Also when im just lying down and relaxing I get this sharpe pain in my right ribs as well as down my right side into my mid back. It only began when I started taking this medication.",..,1
4119,chantix,3,Moderately Effective,Moderate Side Effects,quit smoking,it made the nicotine completely ineffective  the desire went down after several days i dont really have much else to say,"Nervousness,  cause weird night time dreams and made cigs taste like crap.It made the nicotine completely ineffective.  the desire went down after several days. I don't really have much else to say.",started with smaller doses and titrated up over time.   It made the nicotine completely ineffective.  the desire went down after several days. I don't really have much else to say.,0
1461,cymbalta,8,Highly Effective,Mild Side Effects,major depressive disorder/anxiety,"effect took place within  days lifting me from a deep deep depression where i was at the point of a breakdown

helped me stay in my job and continue life normally

although after a year  i feel some symptoms are worming their way back in but that could be pscyhological","The only side effect I have noticed is ""electric shock"" type feelings if i am a good few hours late.

Try not to be late!",none,1
1243,sotret,4,Considerably Effective,Severe Side Effects,acne,cleared active acne very effectively,"Dry, cracked lips. Dark eye are due to thinning of skin. Extreme photosensitivity. Very dry, coarse skin.",Four 20 mg capsules taken once daily. Also had to double reccommended daily water intake. Moisturised skin and lips when absolutell necessary although this was not advised by dermatologist due to clogging of pores.,0
844,ritalin,8,Considerably Effective,Mild Side Effects,add,ability to focus able to answer questions and engage in coversation increased organizational ability increased ability to attend to particular tasks without constantly moving towards another task ability to prioritize and to remember what original intentions were after beginning a task,"If next dose not taken in a timely manner, effects wear off very quickly and suddenly very tired. Small bubbling in head at times. If dosage even slightly too high, then noticable heart palpitations present along with increased heart rate. Active dreaming if taken late in the day.",It took a very long time to find the best medication and the best dosage. Over a year of trials. Medication is taken along with proper diet and increased physical activity. Omega 3 supplementation also added to routine. Important to note that nicotene is also taken regularly in the form of nicorette gum. All information above is based on the two together as complete treatment. Either on it's own is not enough.,1
